Codice;Codici produttore;Descrizione;Descrizione estesa;Marca;Modello;Anno;Categoria - SC Ricambi
11460;3M51R14K159AG;AIRBAG TENDINA DESTRA FORD C MAX;AIRBAG DESTRO TENDINA LATERALE DX LATO PASSEGGERO 3M51R14K159AG;FORD;C MAX;2005;Apparecchiature e comandi elettrici
11461;4M5T14A664AB 3M5T14K14;DEVIOLUCI FORD C MAX;DEVIOLUCI FORD C-MAX 4M5T14A664AB 3M5T14K14 DEVIOGUIDA SGANCIO DEVIOTERGI COMANDO AUTORADIO E CONTATTO SPIRALATO;FORD;C MAX;2005;Apparecchiature e comandi elettrici
11462;3M51R27936AJ;SPORTELLO TAPPO SERBATOIO FORD C MAX TDCI 2005;SPORTELLO TAPPO SERBATOIO CARBURANTE CON SERRATURA 1.6 TDCI 3M51R27936AJ;FORD;C MAX;2005;Accessori esterni carrozzeria
11463;3M513600C;VOLANTE FORD C MAX;VOLANTE IN PELLE CON COMANDI MULTIFUNZIONE 3M513600C;FORD;C MAX;2005;Sterzo
11466;3M512467AN;PEDALE FRENO FORD C MAX;PEDALE FRENO FORD C MAX 1.6 TDCI 80KW/110CV 3M512467AN;FORD;C MAX;2005;Comando freni e frizione
11467;3M519F836AF;PEDALE ACCELERATORE FORD C MAX;PEDALE ACCELERATORE FORD C-MAX 1.6 TDCI 80KW/110CV 3M519F836AF;FORD;C MAX;2005;Comando freni e frizione
11469;3M51R17K441AC;MOTORINO TERGILUNOTTO POSTERIORE FORD C MAX;MOTORINO TERGILUNOTTO TERGICRISTALLO POSTERIORE 3M51R17K441AC;FORD;C MAX;2005;Parti carrozzeria e cristalli
11476;3M5XR04305;KIT AIRBAG FORD C MAX;KIT AIRBAG 1.6 TDCI 80KW COMPLETO DI CRUSCOTTO INFERIORE E SUPERIORE, ARIBAG PASSEGGERO, AIRBAG STERZO PALLONE, SENSORI AIRBAG E CINTURE 3M5XR04305 3M5118A612 5M51R042B84AA 5M51R042B85AA 3M5T14B342AB;FORD;C MAX;2005;Apparecchiature e comandi elettrici
11479;4M5116115AB;PASSARUOTA ANTERIORE SINISTRO SX FORD C MAX 2005;PASSARUOTA RIPARO VANO RUOTA PARASASSI ANTERIORE SINISTRO SX 4M5116115AB;FORD;C MAX;2005;Traino e ripari
11480;4M5116114AA;PASSARUOTA ANTERIORE DESTRO DX FORD C MAX 2005;PASSARUOTA RIPARO VANO RUOTA PARASASSI ANTERIORE DESTRO DX 4M5116114AA;FORD;C MAX;2005;Traino e ripari
11481;3S7A13K767AA;PLAFONIERA FORD C MAX;PLAFONIERA LUCE INTERNA ANTERIORE 3S7A13K767AA;FORD;C MAX;2005;Illuminazione
11482;3M5T19K314AC;PULSANTE SEDILE RISCALDABILE FORD C MAX 2005;PULSANTE REGOLAZIONE SEDILE RISCALDABILE 3M5T19K314AC;FORD;C MAX;2005;Apparecchiature e comandi elettrici
11483;3M5T19K314AC;PULSANTE SEDILE RISCALDABILE FORD C MAX;PULSANTE REGOLAZIONE SEDILE RISCALDABILE 3M5T19K314AC;FORD;C MAX;2005;Apparecchiature e comandi elettrici
11484;3M513530ABW;RIVESTIMENTO RIPARO PIANTONE STERZO FORD C MAX;KIT MODANATURA RIVESTIMENTO RIPARO PIANTONE STERZO INFERIORE E SUPERIORE 3M513530ABW 3M513533ADW 3M513533BDW;FORD;C MAX;2005;Arredamenti interni e sedili
11485;3M5H18456CC;STUFA FORD C MAX;STUFA FORD C MAX 3M5H18456CC SCATOLA RISCALDAMENTO CLIMATIZZATORE 1.6 TDCI;FORD;C MAX;2005;Clima generatore e avviamento
11488;19A705 1741898;TUBO ARIA CONDIZIONATA FORD C MAX;TUBO A/C CLIMA CLIMATIZZATORE 1.6 TDCI 80KW 19A705 1741898;FORD;C MAX;2005;Clima generatore e avviamento
11490;3M512M110CA;CENTRALINA ABS FORD C MAX;CENTRALINA POMPA ABS 3M512M110CA 1.6 TDCI;FORD;C MAX;2005;Apparecchiature e comandi elettrici
11492;1487860 3M5Q2A451AE;DEPRESSORE FORD C MAX 1.6 TDCI;DEPRESSORE FORD C MAX 1.6 TDCI 80KW/110CV 1487860 3M5Q2A451AE FRENI POMPA A VUOTO FRENI;FORD;C MAX;2005;Comando freni e frizione
11493;4M513C529AB;PIANTONE STERZO FORD C MAX;PIANTONE STERZO 4M513C529AB;FORD;C MAX;2005;Sterzo
11496;9654592680;FLAUTO GASOLIO FORD C MAX 1.6 TDCI;FLAUTO GASOLIO TUBO DISTRIBUZIONE CARBURANTE 9654592680 1.6 TDCI 80KW/110CV;FORD;C MAX;2005;Aspirazione, iniezione e scarico
11502;020214200 77364969;RADIATORE STUFA FIAT BRAVO;RADIATORE ACQUA STUFA 020214200 77364969;FIAT;BRAVO;2008;Clima generatore e avviamento
11503;1685820 AV6Q6L625AA;SUPPORTO FILTRO OLIO FORD C MAX 1.6 TDCI;SUPPORTO FILTRO OLIO FORD C MAX 1.6 TDCI 1685820 AV6Q6L625AA SUPPORTO FILTRO OLIO COMPLETO DI RADIATORE SCAMBIATORE 1.6 TDCI 80KW/110CV 53690807094;FORD;C MAX;2005;Lubrificazione
11506;;TRAVERSA ANTERIORE INFERIORE RADIATORE FORD C MAX;TRAVERSA SUPPORTO ANTERIORE INFERIORE RADIATORE;FORD;C MAX;2005;Scocca e  lamierati
11508;3M51R278B50AJ;PASSARUOTA POSTERIORE DESTRO DX FORD C MAX 2005;PASSARUOTA RIPARO VANO RUOTA PARASASSI POSTERIORE DESTRO DX 3M51R278B50AJ;FORD;C MAX;2005;Traino e ripari
11509;;PASSARUOTA POSTERIORE SINISTRO SX FORD C MAX 2005;PASSARUOTA RIPARO VANO RUOTA POSTERIORE SINISTRO SX;FORD;C MAX;2005;Traino e ripari
11510;;RADIATORE CLIMA FORD C MAX 1.6 TDCI;RADIATORE CONDENSATORE A/C ARIA CONDIZIONATA CLIMA 1.6 TDCI 80KW/110CV;FORD;C MAX;2005;Radiatori vari e raffreddamento
11511;3M5H8C607RD;VENTOLA RADIATORE FORD C MAX 1.6 TDCI;VENTOLA RADIATORE 3M5H8C607RD 1137328148 ELETTROVENTOLA ELETTROVENTILATORE 1.6 TDCI 80KW/110CV;FORD;C MAX;2005;Radiatori vari e raffreddamento
11515;;SEDILI IN PELLE CON PANNELLI FORD C MAX;TAPPEZZERIA COMPLETA DI SEDILI ANTERIORI E POSTERIORI IN PELLE NERA CON PANNELLI;FORD;C MAX;2005;Arredamenti interni e sedili
11516;3M5R7002YF;CAMBIO FORD C MAX 1.6 TDCI;CAMBIO MANUALE 5 MARCE FORD C MAX 1.6 TDCI 3M5R7002YF 3M5R7F096YF CODICE MOTORE G8DA;FORD;C MAX;2005;Cambio e trasmissioni
11517;52207290;VALVOLA ESPANSIONE LANCIA DELTA;VALVOLA ESPANSIONE ARIA CONDIZIONATA CLIMA 52207290 1.6 JTD;LANCIA;DELTA;2008;Clima generatore e avviamento
11520;1357325 3M5H8005TK;RADIATORE FORD C MAX 1.6 TDCI;RADIATORE ACQUA FORD C MAX 1.6 TDCI 110CV 1357325 3M5H8005TK;FORD;C MAX;2005;Radiatori vari e raffreddamento
11529;1301149080;FARO DESTRO FIAT DUCATO;FARO ANTERIORE DESTRO DX FIAT DUCATO 1301149080 (NUOVO ORIGINALE) PROIETTORE ALOGENO PER MODELLI PRIMA SERIE DAL 1994 AL 2002;FIAT PROFESSIONAL;DUCATO;1999;Illuminazione
11536;46316722;CENTRALINA AIRBAG FIAT COUPE;CENTRALINA AIRBAG 46316722 46316266;FIAT;COUPE 16V/20V;1999;Apparecchiature e comandi elettrici
11539;51828338 51805406;CENTRALINA MODULO SERVOSTERZO FIAT CROMA 2008;CENTRALINA MODULO SERVOSTERZO 51828338 51805406;FIAT;CROMA;2008;Apparecchiature e comandi elettrici
11547;73501340;COLLETTORE SCARICO FIAT GRANDE PUNTO 1.3 MULTIJET;COLLETTORE DI SCARICO 1.3 MULTIJET MJT 55KW 75CV 73501340;FIAT;GRANDE PUNTO;2008;Aspirazione, iniezione e scarico
11550;55182191 55219008;SUPPORTO MOTORE FIAT GRANDE PUNTO;SUPPORTO MOTORE SINISTRO SX (TRA MOTORE E CAMBIO) 1.3 MULTIJET MJT 55KW/75CV 55182191 55219008;FIAT;GRANDE PUNTO;2008;Motore e supporti vari
11557;;SEMIASSE DX FIAT GRANDE PUNTO;SEMIASSE INTERMEDIO DESTRO DX 1.3 MULTIJET MJT 55KW/75CV (CUSCINETTO DA SOSTITUIRE);FIAT;GRANDE PUNTO;2008;Cambio e trasmissioni
11560;735401753;PIANTONE STERZO FIAT CROMA;PIANTONE STERZO 735401753;FIAT;CROMA;2008;Sterzo
11565;8A6116115BE;PASSARUOTA ANTERIORE SINISTRO SX FORD FIESTA 2012;PASSARUOTA RIPARO VANO RUOTA PARASASSI ANTERIORE SINISTRO SX 8A6116115BE;FORD;FIESTA;2012;Traino e ripari
11566;8A6116114BE;PASSARUOTA ANTERIORE DESTRO DX FORD FIESTA 2012;PASSARUOTA RIPARO VANO RUOTA PARASASSI ANTERIORE DESTRO DX 8A6116114BE;FORD;FIESTA;2012;Traino e ripari
11567;;ALETTA PARASOLE DESTRA DX FIAT GRANDE PUNTO;ALETTA PARASOLE DESTRA DX;FIAT;GRANDE PUNTO;2008;Arredamenti interni e sedili
11578;4517SPR 7171337 CE99415423;PONTE POSTERIORE IVECO EUROCARGO;PONTE ASSALE POSTERIORE IVECO EUROCARGO 4517SPR 7171337 CE99415423;IVECO;EUROCARGO;1999;Sospensioni e ruote
11579;;CULLA MOTORE IVECO EUROCARGO;CULLA MOTORE IVECO EUROCARGO ASSALE ANTERIORE CON MOZZO MONTANTE DESTRO DX E SINISTRO SX;IVECO;EUROCARGO;1999;Sospensioni e ruote
11584;55220715;DEBIMETRO ALFA GIULIETTA 1.6 JTDm;DEBIMETRO ALFA GIULIETTA 55220715 0281006054 MISURATORE MASSA ARIA PER MOTORI 1.6 JTDM;ALFA ROMEO;GIULIETTA;2014;Aspirazione, iniezione e scarico
11594;03l131521d;TUBO GAS DI SCARICO EGR 2.0 TDI 100KW AUDI A6;TUBO VALVOLA EGR GAS DI SCARICO 2.0 TDI 100KW 03L131521D;AUDI;a6;2014;Vaschette e tubazioni varie
11602;;ALBERO DI TRASMISSIONE IVECO EUROCARGO 100;ALBERO DI TRASMISSIONE ALBERO CADANICO CENTRALE;IVECO;EUROCARGO;2008;Cambio e trasmissioni
11603;;KIT PASSARUOTA POSTERIORE IVECO EUROCARGO;KIT PASSARUOTA RIPARO VANO RUOTA PARASASSI POSTERIORE DESTRO DX E SINISTRO SX;IVECO;EUROCARGO;1999;Traino e ripari
11604;;SCATOLA STERZO IVECO DAILY;SCATOLA STERZO 4834723 TAS55605;IVECO;DAILY;1999;Sterzo
11607;ZF7632440;VASCHETTA OLIO SERVOSTERZO IVECO EUROCARGO;VASCHETTA POMPA SERBATOIO OLIO SERVOSTERZO ZF7632440;IVECO;EUROCARGO;1999;Vaschette e tubazioni varie
11615;A2469065100;ALZAVETRO ANTERIORE SINISTRO MERCEDES CLASSE A;ALZAVETRO ANTERIORE SINISTRO MERCEDES CLASSE A W176 A2469065100 0130822690 MOTORINO ALZACRISTALLI ANTERIORE SX LATO GUIDA;MERCEDES;CLASSE A;2013;Parti carrozzeria e cristalli
11617;;VETRO ANTERIORE SINISTRO MERCEDES CLASSE A;VETRO SCENDENTE ANTERIORE SINISTRO SX W176;MERCEDES;CLASSE A;2013;Parti carrozzeria e cristalli
11623;55232828;POMPA FRIZIONE FIAT 500;POMPA FRIZIONE FIAT 500 1.3 MULTIJET MJT 95CV 70KW 55232828 MANCA FERMO PER FISSAGGIO (NUOVA ORIGINALE);FIAT;500;2009;Comando freni e frizione
11624;55222450;POMPA FRIZIONE FIAT 500 NUOVA;POMPA FRIZIONE 55222450 NUOVA PER MOTORI FIAT 1.0 BENZINA 51KW/70CV MANCA BOCCOLA INNESTO COMPATIBILE CON FIAT 500 DAL 2015 IN POI, NEW PANDA DAL 2012 IN POI E LANCIA Y DAL 2011 IN POI;FIAT;500;2015;Comando freni e frizione
11630;;GUARNIZIONE PORTA ANTERIORE DESTRA DX VW GOLF 6;KIT GUARNIZIONE GUIDA VETRO PORTA ANTERIORE DESTRA DX;VOLKSWAGEN;GOLF 6;2009;Accessori esterni carrozzeria
11632;9682895680;VENTOLA RADIATORE PEUGEOT 207 1.6 HDI;VENTOLA RADIATORE 9682895680 ELETTROVENTOLA ELETTROVENTILATORE 1.6 HDI 68 KW CON RESISTENZA 9662872380;PEUGEOT;207;2011;Radiatori vari e raffreddamento
11642;A1765405608;ALZAVETRO POSTERIORE SINISTRO MERCEDES CLASSE B;PANNELLO ALZAVETRO ALZACRISTALLI POSTERIORE SINISTRO SX 920818115LH 920888115LH A1765405608 W246;MERCEDES;CLASSE B;2014;Parti carrozzeria e cristalli
11644;A2048603686;CINTURA SICUREZZA ANTERIORE DX MERCEDES CLASSE B;CINTURA DI SICUREZZA ANTERIORE DESTRA DX W246 A2048603686;MERCEDES;CLASSE B;2014;Apparecchiature e comandi elettrici
11645;;MANIGLIA POSTERIORE SINISTRA CLASSE B W246;MANIGLIA ESTERNA PORTA POSTERIORE SINISTRA SX A2047602134 A2047600170 A2047600320;MERCEDES;CLASSE B;2014;Parti carrozzeria e cristalli
11646;A2047303535;SERRATURA POSTERIORE SINISTRA CLASSE B;SERRATURA PORTA POSTERIORE SINISTRA SX A2047303535 A2467230014 W246;MERCEDES;CLASSE B;2014;Parti carrozzeria e cristalli
11647;A2467320729;MODANATURA PORTA POSTERIORE SX MERCEDES CLASSE B;MODANATURA RIVESTIMENTO MONTANTE POSTERIORE ESTERNO PORTA POSTERIORE SINISTRA SX W246 A2467320729;MERCEDES;CLASSE B;2014;Accessori esterni carrozzeria
11648;A2467320529;MODANATURA PORTA POSTERIORE SX MERCEDES CLASSE B;MODANATURA RIVESTIMENTO MONTANTE CENTRALE ESTERNO PORTA POSTERIORE SINISTRA SX W246 A2467320529;MERCEDES;CLASSE B;2014;Accessori esterni carrozzeria
11649;;GUARNIZIONE PORTA POSTERIORE SX MERCEDES CLASSE B;KIT GUARNIZIONE GUIDA VETRO PORTA POSTERIORE SINISTRA SX W246 CON RASCHIAVETRO CROMATA;MERCEDES;CLASSE B;2014;Accessori esterni carrozzeria
11654;71750104 71742578;DEVIOTERGI FIAT 16;DEVIOTERGI FIAT 19 71750104 71742578 LEVA COMANDO TERGICRISTALLI COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11656;33945-82C10;SENSORE AIRBAG FIAT 16;SENSORE AIRBAG 33945-82C10 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11659;71743099 71750001 71742579;DIFFUSORE CENTRALE FIAT 16;DIFFUSORE CENTRALE FIAT 16 71743099 71750001 71742579 PULSANTE 4 FRECCE CON MODANATURA CENTRALE CRUSCOTTO BOCCHETTA ARIA DX NON FUNZIONANTE COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Arredamenti interni e sedili
11660;39101-79J0 71742478;AUTORADIO FIAT 16;AUTORADIO 39101-79J0 39101-79J00-CAT 71742478 71742647 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11665;34600-79J50;DISPLAY LCD COMPUTER DI BORDO FIAT 16;DISPLAY COMPUTER DI BORDO CRUSCOTTO CENTRALE 34600-79J50 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Arredamenti interni e sedili
11672;38885-79J10;CENTRALINA TRASMISSIONE 4X4 FIAT 16;CENTRALINA TRASMISSIONE 4X4 1910 JTD 8V 120CV/88KW 38885-79J10 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11674;38930-80J10-000 5WK43662 71742646;SENSORE AIRBAG LATERALE FIAT 16;SENSORE AIRBAG LATERALE 1910 JTD 8V 120CV/88KW 38930-80J10-000 5WK43662 71742646 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11675;3397062J10DB;BLOCCHETTO ACCENSIONE FIAT 16;BLOCCHETTO ACCENSIONE FIAT 16 CON CHIAVE 3397062J10DB;FIAT;SEDICI;2006;Sterzo
11676;38720-79J40 71746953;CENTRALINA SERVOSTERZO FIAT 16 1.9 JTD;CENTRALINA MODULO SERVOSTERZO 1910 JTD 8V 120CV/88KW 38720-79J40 38720-79J10 71746953 71746721;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11678;71743891;MANIGLIA POSTERIORE SINISTRA FIAT 16;MANIGLIA ESTERNA PORTA POSTERIORE SINISTRA SX 71743891 71743383 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11679;3891079J10000;CENTRALINA AIRBAG SRS FIAT 16;CENTRALINA MODULO AIRBAG SRS FIAT 16 3891079J10000 71750010 71742642;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11680;71743285;MANIGLIE SOTTOTETTO CIELO FIAT 16;KIT MANIGLIA SOTTOTETTO CIELO 71743285 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Arredamenti interni e sedili
11684;71743212;CENTRALINA GRUPPO COMANDI CLIMA FIAT 16;CENTRALINA GRUPPO COMANDI A/C CLIMA MANUALE 71743212 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11685;71742843;FRENO A MANO FIAT 16;FRENO A MANO FIAT 16 71742843 LEVA COMANDO FRENO DI STAZIONAMENTO COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Comando freni e frizione
11687;48421-62J0 43411-63J0;RIVESTIMENTO PIANTONE STERZO FIAT 16;KIT RIPARO PIANTONE STERZO INFERIORE E SUPERIORE 48421-62J0 43411-63J0 71742748;FIAT;SEDICI;2006;Arredamenti interni e sedili
11689;71768685 71742501;TIRANTE FERMPORTA POSTERIORE FIAT SINISTRA;TIRANTE FERMAPORTA ARRESTO PORTA POSTERIORE SX 71768685 71742501 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11691;4820079J60 71742747;PIANTONE STERZO FIAT 16;PIANTONE STERZO FIAT 16 4820079J60 71742747 71768568 26117975;FIAT;SEDICI;2006;Sterzo
11693;71750398 71750974;ALZAVETRO ANTERIORE DESTRO FIAT SEDICI;ALZAVETRO ALZACRISTALLI ANTERIORE DESTRO DX 71750398 71750974 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11694;71746612;STUFA FIAT 16;STUFA FIAT 16 71746612 71746613 SCATOLA RISCALDAMENTO ARIA CONDIZIONATA TIPO DI CLIMATIZZATORE MANUALE COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Clima generatore e avviamento
11697;71750188 71742665;PULSANTI REGOLAZIONE FARI ANTERIORI FIAT 16;KIT PULSANTI PULSANTIERA REGOLAZIONE FARI ANT COMPLETO DI COMANDO REGOLAZIONE FARI, PULSANTE FENDINEBBIA E PULSANTE ILLUMI CANCEL 71750188 71742576 71742665 71742453 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11701;71743029 71743538;PORTA PORTIERA POSTERIORE SINISTRA SX FIAT 16;PORTA PORTIERA POSTERIORE SINISTRA SX COMPLETA DI VETRO SCENDENTE E ALZAVETRO ALZACRISTALLI 71743029 71743538 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11703;71743536;VETRO ANTERIORE SINISTRO FIAT 16;VETRO SCENDENTE ANTERIORE SINISTRO SX 71743536 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11705;71746974 71746762;SERBATOIO FIAT 16 1.9 JTD;SERBATOIO CARBURANTE GASOLIO 1.9 JTD 88KW/120CV 71746974 71746762 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Aspirazione, iniezione e scarico
11708;71742704;SEMIASSE POSTERIORE DESTRO FIAT 16;SEMIASSE FIAT 16 ALBERO DI TRASMISSIONE 71742704 POSTERIORE DESTRO DX 1.9 JTD 88KW/120CV COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Cambio e trasmissioni
11709;71742705;SEMIASSE POST SX 1.9 JTD 88KW FIAT SEDICI 2006;SEMIASSE ALBERO DI TRASMISSIONE POSTERIORE SINISTRO SX 1.9 JTD 88KW/120CV 71742705 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Cambio e trasmissioni
11711;71742828;FRENO POSTERIORE DESTRO FIAT 16;FRENO POSTERIORE DESTRO DX FIAT 16 1.9 JTD 88KW/120CV 71742828 TAMBURO MOZZO COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Sospensioni e ruote
11714;;KIT SUPPORTO PEDANA CABINA IVECO EUROCARGO 1994;KIT SUPPORTO PEDANA ENTRATA CABINA;IVECO;EUROCARGO;1994;Motore e supporti vari
11716;;SUPPORTO MOTORE IVECO EUROCARGO;SUPPORTO MOTORE;IVECO;EUROCARGO;1994;Motore e supporti vari
11719;;KIT SUPPORTO TIRANTE IVECO EUROCARGO 1994;KIT SUPPORTO TIRANTE;IVECO;EUROCARGO;1994;Motore e supporti vari
11721;;KIT SUPPORTO TIRANTE IVECO EUROCARGO 1994;KIT SUPPORTO TIRANTE;IVECO;EUROCARGO;1994;Motore e supporti vari
11722;;SUPPORTO BALESTRA IVECO EUROCARGO;SUPPORTO BALESTRA;IVECO;EUROCARGO;1994;Motore e supporti vari
11723;;SERRATURA CHIUSURA CABINA IVECO EUROCARGO;SERRATURA CHIUSURA CABINA;IVECO;EUROCARGO;1994;Parti carrozzeria e cristalli
11724;;KIT MOLLE CABINA IVECO EUROCARGO 1994;KIT MOLLE AMMORTIZZATORI CABINA;IVECO;EUROCARGO;1994;Motore e supporti vari
11725;;AMMORTIZZATORI A BALESTRA EUROCARGO;AMMORTIZZATORI A BALESTRA EUROCARGO POSTERIORE DESTRO DX E SINISTRO SX;IVECO;EUROCARGO;1994;Sospensioni e ruote
11726;;AMMORTIZZATORE CABINA IVECO EUROCARGO;AMMORTIZZATORE CABINA CON BARONE;IVECO;EUROCARGO;1994;Sospensioni e ruote
11727;;AMMORTIZZATORE CABINA IVECO EUROCARGO;AMMORTIZZATORE CABINA CON BARONE;IVECO;EUROCARGO;1994;Sospensioni e ruote
11728;;ALBERO DI TRASMISSIONE IVECO EUROCARGO;ALBERO DI TRASMISSIONE;IVECO;EUROCARGO;1994;Cambio e trasmissioni
11729;;ALBERO DI TRASMISSIONE IVECO EUROCARGO;ALBERO DI TRASMISSIONE;IVECO;EUROCARGO;1994;Cambio e trasmissioni
11733;;SERBATOIO ARIA FRENI IVECO EUROCARGO 1994;SERBATOIO BOMBOLA ARIA FRENI;IVECO;EUROCARGO;1994;Comando freni e frizione
11737;;TUBO RABBOCCO OLIO CON ASTA IVECO EUROCARGO 1994;TUBO RABBOCCO OLIO CON ASTA;IVECO;EUROCARGO;1994;Organi meccanici e manutenzione
11749;55182373 51758387;PARACALORE TURBINA FIAT CROMA 1.9 JTD;RIPARO PARACALORE TURBINA FIAT CROMA 1.9 JTD 110KW/150CV 55182373 51758387;FIAT;CROMA;2009;Traino e ripari
11758;51788365 51752642;SUPPORTO BATTERIA FIAT CROMA;SUPPORTO PORTA BATTERIA 51788365 51752642;FIAT;CROMA;2009;Clima generatore e avviamento
11759;;TUBO CARBURANTE 1.9 JTD FIAT CROMA 2009;TUBO CARBURANTE 1.9 JTD 110KW 150CV;FIAT;CROMA;2009;Vaschette e tubazioni varie
11761;71747166;DIFFERENZIALE FIAT 16;DIFFERENZIALE FIAT 16 1.9 JTD 88KW/120CV 71747166 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Cambio e trasmissioni
11762;51768780 51740090;SUPPORTO MOTORE FIAT CROMA;SUPPORTO MOTORE LATO DX 1.9 JTD 51768780 51740090;FIAT;CROMA;2009;Motore e supporti vari
11763;51799596 51758364;SUPPORTO COMPRESSORE 1.9 JTD FIAT CROMA;SUPPORTO COMPRESSORE 1.9 JTD 51799596 51758364;FIAT;CROMA;2009;Motore e supporti vari
11776;3719062J10 71742574 71750122;CENTRALINA ELETTRONICA RELE FIAT 16;CENTRALINA ELETTRONICA RELE FIAT 16 3719062J10 10R022557 71742574 71750122 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11780;71743548;VETRO FISSO POSTERIORE SINISTRO FIAT 16;VETRO FISSO POSTERIORE SINISTRO SX 71743548 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11781;71768168;VETRO FISSO ANTERIORE SINISTRO FIAT 16;VETRO FISSO ANTERIORE SINISTRO SX 71768168 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11783;71746959;CABLAGGIO PORTA ANTERIORE SINISTRA FIAT SEDICI;CAVO IMPIANTO CABLAGGIO PORTA ANTERIORE SINISTRA SX 71746959 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11784;71746962;CABLAGGIO PORTA ANTERIORE DESTRA FIAT SEDICI;CAVO IMPIANTO CABLAGGIO PORTA ANTERIORE DESTRA DX 71746962 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11788;;CERNIERE PORTA POSTERIORE SINISTRA FIAT SEDICI;CERNIERE PORTA POSTERIORE SINISTRA SX COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11793;71743053 71743056;GRIGLIA SOTTOPARABREZZA VASCA PESCI FIAT 16;GRIGLIA SOTTOPARABREZZA VASCA PESCI CON SUPPORTO 71743053 71743056 COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Accessori esterni carrozzeria
11797;;CERNIERE PORTA POSTERIORE DESTRA FIAT 16;KIT CERNIERE PORTA POSTERIORE DESTRA DX COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11798;;CERNIERE PORTA ANTERIORE SX FIAT 16;KIT CERNIERE PORTA ANTERIORE SINISTRA SX COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11802;;CERNIERE PORTA ANTERIORE DESTRA FIAT SEDICI;KIT CERNIERE PORTA ANTERIORE DESTRA DX;FIAT;SEDICI;2006;Parti carrozzeria e cristalli
11803;;CINTURA POSTERIORE DESTRA DESTRA FIAT 16;CINTURA DI SICUREZZA POSTERIORE DESTRA DX COMPATIBILE CON SUZUKI SX4;FIAT;SEDICI;2006;Apparecchiature e comandi elettrici
11807;;GOMME 205/60 R16 92H;SET 4 GOMME RUOTE 205/60/R16 92H GOMME USATE NELLO STATO IN CUI SI TROVANO;FIAT;SEDICI;2006;Sospensioni e ruote
11808;;SEDILI KIT CONVERSIONE NEW PANDA;SEDILI KIT CONVERSIONE ANTERIORE POSTERIORI PANNELLI RIVESTIMENTI E CINTURE POSTERIORI;FIAT;NEW PANDA;2016;Arredamenti interni e sedili
11819;40056402 40056502;SPECCHIETTO RETROVISORE DESTRO DACIA DUSTER;SPECCHIETTO RETROVISORE DESTRO DACIA DUSTER 40056402 40056502 SPECCHIO RETROVISORE DESTRO DX LATO PASSEGGERO;DACIA;DUSTER;2011;Parti carrozzeria e cristalli
